"","year","weekofyear","ndvi_ne","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","city","week_start_date","total_cases"
"1",-2.03974721422568,-0.566161964739578,-0.140136453561181,-0.223564880475569,-0.071756129854359,-0.294255098434015,-0.762666785650151,-0.828669315711582,-1.17516276272945,-1.8536801188861,-1.12134683508663,0.0704943623559733,-0.187681170166973,-1.22957380619562,-0.762666785650151,-1.77217480301362,-0.641538980397339,-1.3486514107838,-0.544651708145343,-1.55790790299862,-1.33549005681565,-0.491543680132476,"sj",1990-04-30,4
"2",-2.03974721422568,-0.49958157376463,0.196443720592283,0.096854288991604,-0.560875106822428,-0.558024987352201,-0.524765098614082,-0.359965355571733,-0.620362472232594,-0.847571367297494,-0.781273948439142,0.265398469366966,-0.511387733559294,-0.670038641210657,-0.524765098614082,-0.890485943864386,-0.7140461954424,-0.364838150180997,-0.792974296149052,-0.384030180272857,0.0621639715688599,-0.647479851017194,"sj",1990-05-07,5
"3",-2.03974721422568,-0.433001182789683,-0.783054397213729,0.353453793295436,-0.630697990937614,-0.374989112873218,-0.256668197454204,0.0584079783503109,-0.275027597309182,0.12300566276444,-0.904936816310951,0.616225861986767,-0.323518206014391,-0.0152507018917337,-0.256668197454204,0.0662205598040459,-0.734187088511099,-0.364838150180997,-0.739282925772411,-0.128839370984645,0.443342342946455,0.0436966902015526,"sj",1990-05-14,4
"4",-2.03974721422568,-0.366420791814735,-0.097204335913822,0.954291819786546,0.321879162885377,0.400228099676048,-0.695413808738031,0.20939985847173,0.00237254793924805,0.041656721133288,-0.626695363599372,0.499283397780167,-0.604401568275153,-0.25508001423053,-0.695413808738031,-0.0476951226187895,-0.697933480988568,0.221028173528763,-0.605054499821413,0.432580409449413,0.760990985761116,-0.744413146432018,"sj",1990-05-21,3
"5",-2.03974721422568,-0.299840400839788,0.383590836453511,1.09707043503315,0.64198454514419,0.536746984436591,-0.874755080503683,0.599462215329782,0.347707422070141,0.376402941207983,-0.472116778759602,0.69418750479116,-0.643541053180341,-0.237906558054594,-0.874755080503683,0.300534930966992,-0.532778157826927,1.35959857632971,0.616424176308242,1.30022916102933,1.14216935713871,-0.706482726487087,"sj",1990-05-28,6
"6",-2.03974721422568,-0.23326000986484,-0.0396724091003516,0.369148082550509,0.684149600698654,-0.245076691870632,-0.82763224634077,0.681249483300712,0.426964606426804,0.396038892681315,-0.317538193919831,0.92807243320436,-0.314539147712612,-0.317383715682295,-0.82763224634077,0.302387218513996,-0.790581589102329,0.718461844664407,-0.524517444251754,0.994000189883475,1.14216935713871,-0.00476995750585944,"sj",1990-06-04,2
"7",-2.03974721422568,-0.166679618889893,-0.209160294772357,-0.31460725827606,0.0174413149962848,0.0949422533194847,-0.96717073585231,0.370877285599559,-0.00328868019415544,0.405389346231404,-0.657611080567315,0.772149147595552,-0.0357278758291835,-0.0226392818778172,-0.96717073585231,0.316279374889632,-0.806694303556161,0.176811847241705,-0.605054499821413,-0.128839370984645,0.760990985761116,-0.2028510394405,"sj",1990-06-11,4
"8",-2.03974721422568,-0.100099227914945,-0.496641035486944,-0.483775246317246,-0.708258514088659,-0.825681522186804,2.41011821357127,0.652938505502698,0.240144101009324,0.841120459410583,-0.87402109934299,1.04501489741094,-0.233727622996606,0.169663488953428,2.41011821357127,0.797874129850068,-0.93962419780732,0.917435313072237,-0.175523536789494,0.738809380595265,0.443342342946455,-0.384074156955171,"sj",1990-06-18,5
"9",-2.03974721422568,-0.0335188369399976,-0.283521030922541,0.130187882694301,-1.05892317030694,-0.938056958211114,-0.604828166366605,0.643501513637368,0.262789010372594,0.741070611988341,-0.410285344823679,0.772149147595552,-0.0608231926213336,0.0847946648637509,-0.604828166366605,0.676549297368871,-0.851004268308427,0.884273068376289,-0.316463384035223,0.738809380595265,0.443342342946455,-0.384074156955171,"sj",1990-06-25,10
"10",-2.03974721422568,0.0330615540349499,0.036702228613188,-0.0750220535379263,-0.583536979470234,0.00311324138383102,-0.717145212842287,1.06606906592158,0.834572983684493,0.919664265303986,-0.348453910887775,1.16195736161754,-0.270564785260313,-0.123084031340919,-0.717145212842287,0.858999617993625,-0.814750660783076,0.884273068376289,-0.725860083173553,0.738809380595265,1.45981799995337,-0.805523267454407,"sj",1990-07-02,6
